name;small_name;tms;fut_price;s;a;b;c;d;e;t
NULL;RIG2vm;2012-01-25 18:35:57.740;153090;-0,050211278;32,2130487792673;133,118221356824;0,0765313603;-13,4980793218938;1,74892919400471;0,0574226832062931
NULL;RIG2vm;2012-01-26 18:35:29.140;157535;-0,005523778;31,1783768282309;73,7949191417002;0,1503613603;-13,7059671626039;2,06343408730275;0,0546913281310504
NULL;RIG2vm;2012-01-27 18:35:28.100;156325;-0,044117528;31,655237351534;111,437674782195;0,1003926103;-14,3185903745283;2,48288053631013;0,0519591192306441
NULL;RIG2vm;2012-01-30 18:34:40.560;153985;-0,050656351182017;31,4282247820959;132,195903462774;0,08669935960382;-14,9997988768635;2,70135791654993;0,0437639155713645
NULL;RIG2vm;2012-01-31 18:38:57.973;157445;-0,0718052193;31,9106785979232;71,1234971255075;0,1442778224;-14,8778815372863;2,02775044107188;0,0410235478971725
NULL;RIG2vm;2012-02-01 18:35:56.290;160355;-0,05035761;30,2058216386996;119,133183200919;0,0867315724;-14,99795;1,48508724234021;0,0382970311645236
NULL;RIG2vm;2012-02-02 18:36:38.853;160475;-0,10738886;30,70471611546;104,460039494228;0,1040403224;-15;1,868613751382;0,0355634624684863
NULL;RIG2vm;2012-02-03 18:36:13.967;162820;-0,09613886;28,5789062472347;84,8159077389304;0,1402903224;-14,9989685311776;1,83437889572533;0,032832012523781
NULL;RIG2vm;2012-02-06 18:35:32.740;162235;-0,094263860030054;32,5295291903966;72,0142855645225;0,172857822445435;-13,9260402786927;2,22569543765834;0,0246365875024219
NULL;RIG2vm;2012-02-07 18:34:53.363;163775;-0,134420110030054;31,8014132820763;87,9405665336591;0,157357822445435;-14,5515967574669;2,12935524240402;0,0219055802818755
NULL;RIG2vm;2012-02-08 18:35:26.160;164375;-0,222388860030054;32,0880841121487;75,4125691252356;0,178232822445435;-14,6953125;1,66762922822862;0,0191722961942261
NULL;RIG2vm;2012-02-09 18:34:44.713;163680;-0,20567011;31,3628468961895;79,325152085464;0,1745453224;-14,9988158507076;1,40851025996436;0,0164413838431423
NULL;RIG2vm;2012-02-10 18:34:37.003;159730;-0,17067011;30,9700114525866;68,3537605591226;0,2604828224;-14,9978928171263;2,17005219367504;0,0137093646816612
NULL;RIG2vm;2012-02-13 18:37:49.590;164295;-0,18973261;35,4644022317695;95,2465237270617;0,1292328224;-15;1,84099490941125;0,00550657146537174
NULL;RIG2vm;2012-02-14 18:35:05.917;163850;-0,249600949523382;32,790176496393;108,76766493748;0,136688679135177;-14,999763214273;2,18916102882323;0,00277951713910131
NULL;RIG2vm;2012-02-15 18:58:00.800;166035;0;0;0;1;0;1;3,79477850494518E-06
NULL;RIG3vm;2012-11-15 18:34:35.947;137590;0,535242693536058;25,417504843439;53,0201175703975;0,394075755777695;14,9993677290356;1,64257613281446;0,252103159947462
NULL;RIG3vm;2012-11-16 18:34:57.803;137340;0,546815605903193;24,9950144844599;59,6377578528563;0,337750070748252;14,9990197193433;1,23407197186657;0,249362736217743
NULL;RIG3vm;2012-11-19 18:35:36.540;139720;0,544493654674983;27,1574314165051;59,771114193166;0,311999137474609;14,4180060248133;1,00003672480552;0,241142321192996
NULL;RIG3vm;2012-11-20 18:35:00.137;139550;0,517680102730059;25,1198064511049;58,4717685156634;0,319344646336901;14,9511412035791;1,00012022126096;0,23840373663127
NULL;RIG3vm;2012-11-21 18:35:19.910;141500;0,477836352730059;25,7289159103574;66,5263845567642;0,276214646336901;14,9981578574486;1,0001;0,23566340803093
NULL;RIG3vm;2012-11-22 18:35:50.120;141590;0,519964213647864;24,9457293656;62,357023078232;0,296724836784745;14,9984552363306;1,02282632057964;0,232922698913074
NULL;RIG3vm;2012-11-23 18:36:21.650;142740;0,423613492005165;22,9707592404189;61,6495027405772;0,308730526256251;11,8338045985494;1,2977344670283;0,230181989795218
NULL;RIG3vm;2012-11-26 18:34:25.187;142250;0,241586598879044;23,3048023898004;62,8903593146021;0,298913792739784;5,74213491287737;1,00015356445312;0,221966489788384
NULL;RIG3vm;2012-11-27 18:34:53.247;141150;0,416482277816618;23,0986332503615;68,4602343865581;0,283648833581213;12,1757876556854;1,00013169286432;0,219225875799907
NULL;RIG3vm;2012-11-28 18:35:08.513;139490;0,34006195365656;26,220559328282;68,7710970338491;0,242154570198367;12,3951983933662;1,22062179664729;0,216485674038739
NULL;RIG3vm;2012-11-29 18:35:31.970;141820;0,41678070365656;23,1780647053355;54,9280086499506;0,374022070198367;14,1890535463038;1,58857366083482;0,213745218599227
NULL;RIG3vm;2012-11-30 18:37:38.997;143400;0,6045143493;23,6960670004058;75,1480677451;0,2063099174;14,9788254819;1,1588362153;0,211001465341244
NULL;RIG3vm;2012-12-03 18:34:50.183;144600;0,359216735037343;22,8773998909085;77,9568824881218;0,228359773642116;14,9984155650479;2,4433570877511;0,202787614243646
NULL;RIG3vm;2012-12-04 18:35:47.697;143450;0,384997985037343;22,2234528674898;79,0795523994946;0,219139773642116;14,9980663050431;4,11338684028324;0,200046080671172
NULL;RIG3vm;2012-12-05 18:34:36.587;146580;0,473976144359961;22,8563926615345;85,9794781629636;0,181775341725648;14,9994338248691;2,68245050138345;0,197308605952201
NULL;RIG3vm;2012-12-06 18:35:17.143;146710;0,365520894459325;23,3332050045504;81,8885394584589;0,209278099347975;14,998420821489;2,76456826234279;0,194567579736415
NULL;RIG3vm;2012-12-10 18:34:24.883;148180;0,29287828788961;24,5325977741809;86,1613580381445;0,224540773660758;12,5105256774468;1,71261787876077;0,18361035589835
NULL;RIG3vm;2012-12-11 18:34:24.643;148780;0,23303453788961;22,3433759856248;48,0477750695418;0,293637023660758;-7,17305631826087;2,94825201971959;0,180870629784076
NULL;RIG3vm;2012-12-12 18:33:51.250;150290;-0,01727796211039;21,6258259151816;65,6023306760472;0,312699523660758;-14,9804798428754;3,87859429342877;0,178131950092972
NULL;RIG3vm;2012-12-13 18:32:54.847;149600;0,16034703788961;21,0874136385809;22,3912955377252;1,12459774985441;-1,67617030074888;1,00014065197349;0,175394031436899
NULL;RIG3vm;2012-12-14 18:34:11.307;149940;0,04269078788961;21,068830885262;100,626303629341;0,184905127007651;-6,0351278205759;1,87876601022651;0,172651863668565
NULL;RIG3vm;2012-12-17 18:34:50.050;148950;0,1986282879;22,2413729447914;143,827595061479;0,109748877;-5,58828504278805;14,9990066080432;0,164431448643818
NULL;RIG3vm;2012-12-18 18:34:49.240;151150;0,0434720379;21,5021722560711;114,238766856826;0,120373877;-14,3101772300275;3,06740187913001;0,161691754239338
NULL;RIG3vm;2012-12-19 18:34:36.890;151840;0,122307056085917;21,5661782631883;106,231757691574;0,120842417405983;-9,32161029964826;4,27126016771234;0,158952440352373
NULL;RIG3vm;2012-12-20 18:34:41.653;153000;0,042150806085917;22,0530389178482;102,127163529874;0,102379917405983;-10,2308399281322;1,959136639327;0,156212555689135
NULL;RIG3vm;2012-12-21 18:34:36.737;151690;0,092775806085917;22,0563554695687;117,337578712756;0,119753667405983;-7,89513013595581;2,85736273251228;0,153472988123826
NULL;RIG3vm;2012-12-24 18:34:21.983;151680;0,094963306085917;22,5368021997035;121,278683030702;0,110216167405983;-9,2599650725781;4,14617349509424;0,145254285427901
NULL;RIG3vm;2012-12-25 18:35:02.423;151720;0,002619556085917;23,1794912329978;136,551935925885;0,113967417405983;-11,5378807872942;4,08185350595433;0,142513259212115
NULL;RIG3vm;2012-12-26 18:33:59.333;152920;0,091682056085917;22,487573998376;106,473264264514;0,136222417405983;-14,9766744594925;6,17187977891642;0,1397755308148
NULL;RIG3vm;2012-12-27 18:35:01.540;153530;-0,077849193914083;24,65204413578;95,7093694263238;0,132098667405983;-12,4245208299842;2,77995613827465;0,137033838693361
NULL;RIG3vm;2012-12-28 18:34:59.043;153000;0,053400806085917;24,7970945459194;109,424275829504;0,109439917405983;-13,9328957874263;3,6969547554837;0,134294175998674
NULL;RIG3vm;2013-01-08 18:34:58.120;157670;-0,134255443914083;23,202003333512;84,4708937572457;0,169286167405983;-12,3708607677003;1,07110227185256;0,104157220451459
NULL;RIG3vm;2013-01-09 18:34:55.053;157090;-0,204661693914083;23,1751480324264;106,340353427777;0,130159917405983;-13,654083527952;1,02214;0,101417589466565
NULL;RIG3vm;2013-01-10 18:34:19.507;157460;-0,105286693914083;21,3320925344989;112,527621384177;0,129839917405983;-10,1874166604625;1;0,0986790049048391
NULL;RIG3vm;2013-01-11 18:34:08.540;157540;-0,109036693914083;21,3281582917913;109,293690525035;0,135996167405983;-10,5532654583058;1,36380445515814;0,0959396275982885
NULL;RIG3vm;2013-01-14 18:35:09.683;159090;-0,097786693914083;20,5734691135552;114,210222143738;0,150691167405983;-10,3859294611882;1,37052438570079;0,087718514958096
NULL;RIG3vm;2013-01-15 18:34:30.713;157770;0,001119556085917;20,128635730372;119,684269138691;0,151941167405983;-10,0198859674743;3,88327801286948;0,0849800255257492
NULL;RIG3vm;2013-01-16 18:34:43.710;157240;-0,041380443914083;21,4383842157658;103,122238605407;0,134503667405983;-12,1654206780556;1,71953564201144;0,0822398871841669
NULL;RIG3vm;2013-01-17 18:33:56.223;158570;-0,036224193914083;20,9615762633097;121,209824230772;0,116529917405983;-13,2806450372764;2,9247637673013;0,079501651430164
NULL;RIG3vm;2013-01-18 18:34:05.460;160720;-0,177786693914083;21,4014028422658;115,994427379289;0,119841167405983;-14,9997931091752;1,62357717191834;0,0767616399277537
NULL;RIG3vm;2013-01-21 18:35:11.633;159990;-0,158099193914083;22,5713929612763;108,713867084743;0,119223667405983;-14,9983065651047;1,31602403387051;0,0685403687385962
NULL;RIG3vm;2013-01-22 18:34:35.550;159020;-0,127317943914083;21,3896238109982;59,0051380743981;0,286558667405983;-14,7993021499212;1,59858442149948;0,0658017841768704
NULL;RIG3vm;2013-01-23 18:35:06.477;160360;-0,083255443914083;20,999834478028;46,6933588413942;0,382622417405983;-13,7856402961724;1,53939474236621;0,0630610750590143
NULL;RIG3vm;2013-01-24 18:34:56.260;160440;-0,101067943914083;20,6883659552721;68,214961174648;0,243841167405983;-14,99954;1,47904174502834;0,0603216660426708
NULL;RIG3vm;2013-01-25 18:34:31.217;161590;-0,111849193914083;20,3108860154736;62,5282944826723;0,264528667405983;-14,823893190488;1,56574138080782;0,0575827326732221
NULL;RIG3vm;2013-01-28 18:34:37.093;163620;-0,171380443914083;20,5339555323296;55,7359676706746;0,332874917405983;-14,4695433879034;1,49277681621825;0,049363364071644
NULL;RIG3vm;2013-01-29 18:34:50.563;162480;-0,144349193914083;20,7120381020922;58,0681814294435;0,277777417405983;-12,9091040319442;1,09146900647488;0,0466232257300617
NULL;RIG3vm;2013-01-30 18:34:40.297;161400;-0,160130443914083;21,8102717451969;73,0397327387594;0,211097417405983;-14,1749093857533;1,63311221485645;0,0438838167137182
NULL;RIG3vm;2013-01-31 18:36:51.343;161570;-0,1166929439;21,15482813262;76,6704666452;0,2106274174;-13,4132733984084;1,28111047245;0,0411399366165632
NULL;RIG3vm;2013-02-01 18:34:59.917;162730;-0,1849741939;20,1315996949135;82,1877458825072;0,2201611674;-14,2593125441345;1,43903468272839;0,0384037619991046
NULL;RIG3vm;2013-02-04 18:35:12.363;161160;-0,1757554439;22,3212990876277;63,2143342923984;0,2884411674;-14,9210085349038;1,56334475917559;0,0301841714289755
